Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-11-19,202037500K,ZEDA ASSETS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037505E,MANEKI OSAKA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037509H,SAFECAP VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037522W,JULIET PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037532K,H&D (SINGAPORE) INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037541M,OXUS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037552R,CBK HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037552R,TN AUSTRALIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037553G,CB ENTERPRISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-19,202037554W,NOVUS INTERNATIONAL ENTERPRISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037563Z,MORTGAGE SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037564K,3AK MOTOR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037565C,SUNCITY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037593W,LEAPFROG III HOLDINGS (ASIA) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037594H,AKCELI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037599D,LENDLEASE VAULT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037607C,STORHUB TG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037616D,STORHUB SN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037622M,SIRIONLABS ESOPS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037625E,VIA IV HOLDCO 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037636H,DAIWA HOUSE ASSET MANAGEMENT ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037640R,BYT SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037640R,SLE TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-20,202037646C,NORTHERNLIGHT CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037679M,HNW PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037693M,MORNING SUN SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037695N,RUITA INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037702C,CYGNE NOIR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037716W,MAROOCHY II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037718Z,GENESIS STRATEGIC CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037724H,A+S SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037725Z,RENAISSANCE INVESTMENT CAPITAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037736D,LAMBDA PSI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037737N,AGUATECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037737N,ALYX CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037738E,GAMMA ASIA INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037751N,HIGHER GROUND ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037752E,RW JAPAN NEW 19 SPE 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037754G,VISTA SHIPHOLDING VII PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037758K,VISTA SHIPHOLDING VIII PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037763H,ALL SEASONS INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037765K,AMETHYST INCLUSION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037770H,REDMOND CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037785R,EMERALD INCLUSION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037786G,GREEN DELTA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037786G,SINGCO NEW 19 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037794W,JOINT DEVELOPMENT CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037795H,APSELON CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037795H,SEQUIOA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037806Z,PG ESMERALDA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037824D,ALINGHI INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037829W,GUUD ASSET PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037844H,VISIONGROUP HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037844H,VISIONGROUP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037845Z,VISIONEQUITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-23,202037849D,ONE ASSURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037876H,DONG & GENG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037883H,FAZZ RATIO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037886C,JP FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037908R,1234JVCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037908R,HH-ALI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037910C,STIC PAN-ASIA NC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037914E,YISHAN TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037915R,SR CAPITAL INVEST & TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037918H,AOP CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037951D,HOMEBUY SOLUTIONS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037966K,AMCOR FLEXIBLES ASIA-PACIFIC HOLDCO PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037969D,TRIPLE GOLD ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037975M,EVERCHEM ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037977N,WOODLAND GLOBAL INVESTMENT #1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037978E,ACREF SG HOLDING 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037980K,BLACK HAT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037981C,VEEKIN INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037983D,FOCH SHOPHOUSES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202037993R,YAOYING INTERNATIONAL INVESTMENT HOLDINGS (SINGAPORE) PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202038006Z,MARBLE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202038012H,LCX PJ11 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202038014K,ACREF SG 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202038015C,LCX PJ12 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-24,202038016M,LCX PJ13 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038056D,TANG CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038078K,J PLUS T ENTERPRISE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038084Z,BEYOND INVESTMENT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038085K,WALVAX ASIA PACIFIC PRIVATE LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038104M,WAJAH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038109G,DYNAMIC STAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038113N,SOLAR ATTAPEU POWER COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038124W,OPTIMUM INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038125H,ZIQING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038127K,SEIHIN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038128C,RAPHA CAPITAL PARTNERS (SINGAPORE) PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038130G,JIACAI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038138N,RECO TSAR BELL PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038140Z,OBSIDIAN INCLUSION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038143M,3C INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038150M,NEPA SHIPPING HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038152N,THE SOCIAL INGREDIENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038152N,THE SOCIAL INGREDIENTS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038153E,KAIRO CO. PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038161R,CLF2 SINGAPORE (41) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038162G,CLF2 SINGAPORE (42) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038164H,MINANG FAMILY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038165Z,CLF2 SINGAPORE (43) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038166K,XIN XIN CONSULTANCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038168M,CLF2 SINGAPORE (44) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038169D,ISG & PARTNERS ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038171H,CLF2 SINGAPORE (45) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038172Z,SPARKLEFOX TECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038174C,CLF2 SINGAPORE (46) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038179R,CLF2 SINGAPORE (47) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038182M,CLF2 SINGAPORE (48) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038183D,INCRED GLOBAL WEALTH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038184N,CLF2 SINGAPORE (49) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038186R,SUN PREMIER HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038187G,CLF2 SINGAPORE (50) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038191N,AREF II NE JV PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038193R,G9 JAPAN XII PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038195W,VISIONTECH HQVAULT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038197Z,MAPLETREE DUBLIN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038200D,NILE SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038202E,TANA SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038209C,SHOKUHIN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038215K,FRONT ROW CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038218D,DECC HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038221Z,CBJ INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-25,202038226N,DELGEREKH GAZAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038227E,ASIAN SG CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038229G,KRATOS MINING CORPORATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038248C,TAPMUGLISTON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038249M,KLIK EAT INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038257D,LILV 2 GP CLASS B PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038265N,WVB HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038267R,STONEBRIDGE 2020 (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038271D,AMPEREX TECHNOLOGY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038275G,EASTON RE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038282G,SHIFT ENERGY GLOBAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038286K,SHIFT ENERGY ASIA SOLAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038290W,SHIFT ENERGY SOLAR HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038294C,BEYOND RE MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038297N,BEYOND CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038299R,NORTHEAST MEDICAL GROUP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038300W,ZEZZ FUNDQ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038310K,HASHKEY CAPITAL SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038313D,TAMA CO SG 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038314N,EVERCRED REAL ESTATE CREDIT PLUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038340H,WARD FERRY MANAGEMENT (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038348R,ALPHA COMPOUND HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038365H,DIGITAL BUSINESS SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038366Z,APRICOT-32RE (TAI SENG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038379E,PHOENIX INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-26,202038381K,PUHUI FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038413W,EURO FENGARI PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038416K,EURO HAZEL PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038420W,HYPERION ENTERPRISE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038421H,EURO LUGANO PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038423K,LV PROJECT 4 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038425M,EURO ROWAN PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038428E,EURO ALLIUM PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038431C,LAKEBRIGHT ASSET PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038437G,SEA SPECIAL SITUATIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038464M,YU MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038477W,GCAPITAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038478H,SAFERAY ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038487K,G10 ASIA 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038496M,TERRA BRIGHT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038510Z,JOIN SML INVESTMENT PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038511K,MORTGAGE PRIME PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038520M,BATTERY METALS TECHNOLOGIES LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038520M,BATTERY METALS TECHNOLOGIES LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038521D,MPPTY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038530E,JAIPUR CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-27,202038532G,LCX PJ14 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-28,202038545M,RIVERTREE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-28,202038553D,ASIA 3.0 CAPITAL GP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-28,202038565W,REVOLUTION ONE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-29,202038581Z,POWERPLAY EDU LAB PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-29,202038582K,CKS INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038613G,MELLON-ADIA INTERNATIONAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038615H,K+L PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038618C,CAMPANULA CDN VENTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038618C,ZEYHERI OASIS IMPACT INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038627D,H FOUNDATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038630Z,BLACK BEAM HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038646W,LOCABA ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038655Z,DELTA SIERRA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038665M,ARDENT EQUITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038678W,LV PROJECT 5 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038680D,WNCFIP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038684G,ASCENT GLOBAL PARTNERS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038685W,LV PROJECT 6 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038692W,HAW FENG HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038710H,IFSC FOUNDERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-11-30,202038718R,NAMY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038735H,ACUITY ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038745C,PHOENIX 1 RE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038751K,MINGJIA HOLDING (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038763E,CHEONAN RESIDENTIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038783K,OCM GROVER XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038783K,OCM RIVERSIDE XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038822W,TRIDENT ASSET HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038823H,EVERYONDR CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038824Z,ABAX FAMILY FUND I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038832K,TRIREC YOUKUAI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038839G,DEMETER ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038853G,Q&D INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038855H,ARDENT HEALTHCARE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038859M,NANOSE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038861W,HIRONPAL HOLDINGS (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038873M,JAB REVELATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038877R,MINERVA INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038880M,HERCHIN INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038882N,NEW REALM HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038884R,NEOFLOW HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038885G,GLOBAL FOOD ENTERTAINMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-14,202038888Z,JIN LENG INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038898M,MINERVA VERITAS CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038915M,SCCPRE TWENTY THREE (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038921C,SERENDIPITOUS ENTERPRISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038927G,78 CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038931N,RITZ VENTURE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038940R,PRIME RESOURCES & MINERALS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038953C,BARRACUDA RESOURCES & MINERALS ASIA ONE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038956N,PJ INSURANCE AGENCIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038959G,PS21 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-01,202038964E,LUKE CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202038994D,ETHOS CLOTHING GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039007G,PENRITH BESS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039011N,VEGA ASIA HOLDINGS I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039026C,RECO CUMULUS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039031Z,POORMAN'S INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039035D,1L PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039044E,HERA CAPITAL PARTNERS GP VI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039046G,JLIG (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039079W,ICPJLV MGMT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039082N,AURUM LINK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039085G,VEGA ASIA HOLDINGS II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039086W,VALHALLA INVESTMENTS SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039105Z,YHT GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
